Name,Link,Speciality Title,Speciality Appointment,Designation,Qualification,link,hospital
Dr. Tan Soo Hoi,doctors/dr.-tan-soo-hoi,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=557&searchPhyAndSpec=Dr. Tan Soo Hoi&hcsType=Specialty,Consultant Ophthalmologist,"MBBS (India), FRCS (Ophthalmology) (Glasgow), MMed (Ophthalmology) (USM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Teh Pei Chiek,doctors/dr.-teh-pei-chiek,Internal Medicine and Neurology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=779&searchPhyAndSpec=Dr. Teh Pei Chiek&hcsType=Specialty,Consultant Internal Medicine Physician & Neurologist (Visiting),"MD (UPM), MRCP (UK), Fellowship in Neurology (Malaysia)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Thong Loy Fook,doctors/dr.-thong-loy-fook,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=559&searchPhyAndSpec=Dr. Thong Loy Fook&hcsType=Specialty,Consultant Orthopedic Surgeon,"MBBS (India), FRCS (Glasgow), FAO (Singapore), Dip in Sports Medicine",/malaysia/hospitals/seremban/doctors,seremban
Dr. Tribeni A/P Bag Amiya Kumar,doctors/dr.-tribeni-a~p-bag-amiya-kumar,,,Consultant Radiologist,"MBBS (India), Doctor of Radiology (UKM), Special Interest in Musculoskeletal Radiology",/malaysia/hospitals/seremban/doctors,seremban
Dr. Vijayaletchumi Thandayathany,doctors/dr.-vijayaletchumi-thandayathany,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=3482&searchPhyAndSpec=Dr. Vijayaletchumi Thandayathany&hcsType=Specialty,"Consultant Obstetrician & Gynecologist, Maternal Fetal Medicine","MBBS (India), MOG (UKM), Fellowship in Maternal Fetal Medicine (Malaysia & India)",/malaysia/hospitals/seremban/doctors,seremban
Dr. William Chan Tiong Hui,doctors/dr.-william-chan-tiong-hui,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=568&searchPhyAndSpec=Dr. William Chan Tiong Hui&hcsType=Specialty,Consultant Internal Medicine Physician,"MBBS (India), M Internal Medicine (UM), AM (Malaysia)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Yap Ka Boi,doctors/dr.-yap-ka-boi,,,Consultant Anesthesiologist (Visiting),"MD (UKM), Doctor of Anaesthesiology & Critical Care (UKM)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Ye Pek Ai,doctors/dr.-ye-pek-ai,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=561&searchPhyAndSpec=Dr. Ye Pek Ai&hcsType=Specialty,Consultant Pediatrician,"MBBS (UM), MRCP (UK)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Yee Sze–voon,doctors/dr.-yee-sze–voon,Neurosurgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=488778354747&searchPhyAndSpec=Dr. Yee Sze–voon&hcsType=Specialty,Consultant Neurosurgeon,"MD (RSMU), MS (Neurosurgery) (USM), Fellowship in Pain Management (India), CMIA (NIOSH)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Yong Lit Sin,doctors/dr.-yong-lit-sin,Internal Medicine and Endocrinology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=14&searchLocation=Seremban&phyID=469721947825&searchPhyAndSpec=Dr. Yong Lit Sin&hcsType=Specialty,Consultant Internal Medicine Physician & Endocrinologist (Visiting),"MD (USM), MRCP (UK), Fellowship in Endocrinology (Malaysia)",/malaysia/hospitals/seremban/doctors,seremban
Dr. Zulkanain Abu Hassan,doctors/dr.-zulkanain-abu-hassan,,,Consultant Anesthesiologist,"BSc (Med Science) (UK), MD (Belgium), MMed (Anesthesiology) (UKM)",/malaysia/hospitals/seremban/doctors,seremban
Dato' Dr. Abdul Hasif Bin Husin,doctors/dato'-dr.-abdul-hasif-bin-husin,,,Consultant Radiologist,"MD (UKM), MMed (Radiology)(UKM)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Aminudin Mohamed Shamsudin,doctors/dr.-aminudin-mohamed-shamsudin,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=215&searchPhyAndSpec=Dr. Aminudin Mohamed Shamsudin&hcsType=Specialty,"Consultant Orthopedic, Sports Medicine and Shoulder Surgeon","BMedSc (UKM), MD (UKM), MMed (Orthopedics) (USM), Fellowship in Sports Medicine and Shoulder Surgery (Australia)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Andi Anggeriana Binti Andi Asri,doctors/dr.-andi-anggeriana-binti-andi-asri,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=210&searchPhyAndSpec=Dr. Andi Anggeriana Binti Andi Asri&hcsType=Specialty,Consultant Obstetrician & Gyneoncologist (Visiting),"MD (Indonesia), M Obs & Gyn (UM), Fellowship in Gynae-Oncology (Malaysia & Singapore)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Carolina Shalini A/P Singarayar,doctors/dr.-carolina-shalini-a~p-singarayar,Internal Medicine and Endocrinology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=511756337945&searchPhyAndSpec=Dr. Carolina Shalini A%252FP Singarayar&hcsType=Specialty,Consultant Internal Medicine Physician & Endocrinologist,"MBBS (IMU), MRCP (UK), Fellowship in Endocrinology (Malaysia)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Darshni Chandrasakaranpillay,doctors/dr.-darshni-chandrasakaranpillay,Dermatology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=791&searchPhyAndSpec=Dr. Darshni Chandrasakaranpillay&hcsType=Specialty,Consultant Dermatologist (Visiting),"MBBS (India), MRCP (UK), Advanced Master of Dermatology (UKM), Fellowship in Dermatology (Malaysia)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Ganesh Peravy,doctors/dr.-ganesh-peravy,,,Consultant Anesthesiologist,"MBBS (India), MMed (Anesthesiology) (UKM)",/malaysia/hospitals/setapak/doctors,setapak
Dr. George Oommen,doctors/dr.-george-oommen,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=233&searchPhyAndSpec=Dr. George Oommen&hcsType=Specialty,Consultant General Surgeon,"MBBS (India), MS (General Surgery) (India)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Jasvinder Kaur Nagindar Singh,doctors/dr.-jasvinder-kaur-nagindar-singh,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=259&searchPhyAndSpec=Dr. Jasvinder Kaur Nagindar Singh&hcsType=Specialty,Consultant Pediatrician and Pediatric Cardiologist,"MBBS (West Indies), MRCPCH (UK), Fellowship in Pediatric Cardiology (Canada)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Joyce Tien Siew Ling,doctors/dr.-joyce-tien-siew-ling,,,Consultant Anesthesiologist,"MBBS (IMU), M Anesthesiology (UM)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Kamaljeet Singh Jaharan Singh,doctors/dr.-kamaljeet-singh-jaharan-singh,Sports Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=327&searchPhyAndSpec=Dr. Kamaljeet Singh Jaharan Singh&hcsType=Specialty,Consultant Sports Physician (Visiting),"MBBS (India), M Sport Medicine (UM)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Kathiravan A/L Purmal,doctors/dr.-kathiravan-a~l-purmal,Oral and Maxillofacial Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=3164&searchPhyAndSpec=Dr. Kathiravan A%252FL Purmal&hcsType=Specialty,Consultant Oral & Maxillofacial Surgeon (Visiting),"BDS (UM), DGDP (UK), MFDSRCS (Edinburgh), M Orth (UM), M OrthRCS (Edinburgh), FRACDS (Australia), MOM Surgery (USM), FACS (UM)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Kunalan A/L Ganthel @ Annamalai,doctors/dr.-kunalan-a~l-ganthel-@-annamalai,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=253&searchPhyAndSpec=Dr. Kunalan A%252FL Ganthel @ Annamalai&hcsType=Specialty,Consultant Orthopedic Surgeon (Visiting),"MBBS (India), M Orthopedic Surgery (UM), Fellowship in Upper Limb Arthoplasty (UK), Fellowship in Arthoplasty (Malaysia)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Low Wea Haw,doctors/dr.-low-wea-haw,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=229&searchPhyAndSpec=Dr. Low Wea Haw&hcsType=Specialty,Consultant Obstetrician & Gynecologist (Visiting),"MBBS (West Indies), M Obs & Gyn (UM)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Margaret Kannimmel A/P Benson Fernando,doctors/dr.-margaret-kannimmel-a~p-benson-fernando,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=201&searchPhyAndSpec=Dr. Margaret Kannimmel A%252FP Benson Fernando&hcsType=Specialty,Consultant Pediatrician,"MD (UKM), MRCP (UK)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Masdiamin Bin Mohamad Nor,doctors/dr.-masdiamin-bin-mohamad-nor,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=224&searchPhyAndSpec=Dr. Masdiamin Bin Mohamad Nor&hcsType=Specialty,Consultant Orthopedic Surgeon (Visiting),"MD (USM), MMed (Orthopedic) (USM), Fellowship in Spine Surgery (Malaysia)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Mohamad Hazri Bin Hamal,doctors/dr.-mohamad-hazri-bin-hamal,Ear Nose and Throat,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=251&searchPhyAndSpec=Dr. Mohamad Hazri Bin Hamal&hcsType=Specialty,"Consultant ENT, Head & Neck Surgeon (Visiting)","MD (UKM), Doctor of ORL-HNS (UKM)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Mohd Adzreil Bin Bakri,doctors/dr.-mohd-adzreil-bin-bakri,Ear Nose and Throat,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=975&searchPhyAndSpec=Dr. Mohd Adzreil Bin Bakri&hcsType=Specialty,"Consultant ENT, Head & Neck Surgeon","MBBCh BAO (Ireland), MRCS (ENT) (Edinburgh), M ORL-HNS (UM), CMIA (NIOSH), AM (Malaysia)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Mohd Hassan @ Maung Maung Win,doctors/dr.-mohd-hassan-@-maung-maung-win,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=216&searchPhyAndSpec=Dr. Mohd Hassan @ Maung Maung Win&hcsType=Specialty,Consultant Ophthalmologist,"MBBS (Myanmar), M Ophthalmology (UM), AM (Malaysia)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Mohd Johan Bin Mohd Johari,doctors/dr.-mohd-johan-bin-mohd-johari,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=789&searchPhyAndSpec=Dr. Mohd Johan Bin Mohd Johari&hcsType=Specialty,Consultant Internal Medicine Physician,"MBChB (UK), MMed Internal Medicine (UKM)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Mohd Suhaimi Hassan,doctors/dr.-mohd-suhaimi-hassan,Obstetrics and Gynecology and Reproductive Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=197&searchPhyAndSpec=Dr. Mohd Suhaimi Hassan&hcsType=Specialty,Consultant Obstetrician & Gynecologist & Reproductive Medicine,"MD (UKM), MRCOG (UK), MRCP (Ireland), DRCOG (UK)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Muhammad Fikri Bin Fahruddine,doctors/dr.-muhammad-fikri-bin-fahruddine,,,Medical Officer,MD (UCSI),/malaysia/hospitals/setapak/doctors,setapak
Dr. Ng Kar Jin,doctors/dr.-ng-kar-jin,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=451845840038&searchPhyAndSpec=Dr. Ng Kar Jin&hcsType=Specialty,Consultant Pediatrician,"MBBS (Manipal), MRCPCH (UK)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Nurul Hidayah Abdul Rauf,doctors/dr.-nurul-hidayah-abdul-rauf,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=4295&searchPhyAndSpec=Dr. Nurul Hidayah Abdul Rauf&hcsType=Specialty,Consultant General Surgeon,"MBBCh BAO (Ireland), MS (General Surgery) (UKM)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Ponnarasi A/P Singgatore,doctors/dr.-ponnarasi-a~p-singgatore,,,Medical Officer,MD (Ukraine),/malaysia/hospitals/setapak/doctors,setapak
Dr. R. Rajeswari A/P Rajamanickam,doctors/dr.-r.-rajeswari-a~p-rajamanickam,,,Consultant Anesthesiologist,"MD (Russia), M Anesthesiology (UM)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Sanjiv Rampal Lekhraj Rampal,doctors/dr.-sanjiv-rampal-lekhraj-rampal,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=3756&searchPhyAndSpec=Dr. Sanjiv Rampal Lekhraj Rampal&hcsType=Specialty,Consultant Orthopedic & Traumatology Surgeon (Visiting),"MBBS (India), Doctor of Orthopedic & Traumatology (UKM), Fellowship in Arthroplasty (Germany), Knee Surgery Fellow & Trauma (France), AM (Malaysia)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Sazzli Shahlan Kasim,doctors/dr.-sazzli-shahlan-kasim,Internal Medicine and Cardiology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=206&searchPhyAndSpec=Dr. Sazzli Shahlan Kasim&hcsType=Specialty,Consultant Internal Medicine Physician & Interventional Cardiologist (Visiting),"MBBCh BAO (Ireland), MRCP (Ireland), CSCST (Cardiology) (Ireland), FRCP (Ireland), FNHAM, FAsCC, FESC",/malaysia/hospitals/setapak/doctors,setapak
Dr. Shahril Kamal Shafie,doctors/dr.-shahril-kamal-shafie,,,Chief Medical Officer,MD (UKM),/malaysia/hospitals/setapak/doctors,setapak
Dr. Sharizan Mohamed Yusoff,doctors/dr.-sharizan-mohamed-yusoff,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=444586086474&searchPhyAndSpec=Dr. Sharizan Mohamed Yusoff&hcsType=Specialty,Consultant Orthopedic Surgeon,"MD (UKM), Doctor of Orthopedic & Traumatology (UKM), Special Interest in Arthroplasty",/malaysia/hospitals/setapak/doctors,setapak
Dr. Sindhu Girish Chandran,doctors/dr.-sindhu-girish-chandran,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=208&searchPhyAndSpec=Dr. Sindhu Girish Chandran&hcsType=Specialty,Consultant Internal Medicine Physician (Visiting),"MBBS (India), MMed (Internal Medicine) (UM), MRCP (UK)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Sudarwin Tjanaka,doctors/dr.-sudarwin-tjanaka,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=246&searchPhyAndSpec=Dr. Sudarwin Tjanaka&hcsType=Specialty,Consultant Internal Medicine Physician,"MD (Indonesia), MMed (Internal Medicine) (UKM), CMIA (NIOSH)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Sudha Kumari A/P Hem Raj Shastri,doctors/dr.-sudha-kumari-a~p-hem-raj-shastri,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=202&searchPhyAndSpec=Dr. Sudha Kumari A%252FP Hem Raj Shastri&hcsType=Specialty,Consultant Obstetrician & Gynecologist (Visiting),"MBBS (India), MRCOG (UK)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Sumitha A/P S. Balasingam,doctors/dr.-sumitha-a~p-s.-balasingam,,,Consultant Radiologist,"MBBS (India), M Radiology (UM)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Tan Wee Yong,doctors/dr.-tan-wee-yong,Internal Medicine and Neurology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=221&searchPhyAndSpec=Dr. Tan Wee Yong&hcsType=Specialty,Consultant Internal Medicine Physician and Neurologist (Visiting),"MD (UKM), RCP (UK), MMed (Internal Medicine) (Singapore), Fellowship in Neurology (Malaysia) (Australia), CMIA (NIOSH)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Vijayan A/L Manogran @ Manoharan,doctors/dr.-vijayan-a~l-manogran-@-manoharan,Urology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=232&searchPhyAndSpec=Dr. Vijayan A%252FL Manogran @ Manoharan&hcsType=Specialty,Consultant Urologist (Visiting),"MD (Unimas), MS (General Surgery) (UM), Malaysian Board of Urology, Diploma of Fellowship FRCS (Urology) (Glasgow), Fellowship in Urology (Australia)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Yong Yuan Shyh,doctors/dr.-yong-yuan-shyh,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=198&searchPhyAndSpec=Dr. Yong Yuan Shyh&hcsType=Specialty,Consultant Orthopedic Surgeon,"MD (UKM), MS (Orthopedics) (UKM)",/malaysia/hospitals/setapak/doctors,setapak
Dr. Yong Yuen Geng,doctors/dr.-yong-yuen-geng,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=4&searchLocation=Setapak&phyID=203&searchPhyAndSpec=Dr. Yong Yuen Geng&hcsType=Specialty,Consultant General & Colorectal Surgeon,"MBBS (India), M Surgery (UM), MRCS (Edinburgh), Fellowship in Colorectal Surgery (Malaysia & Korea), CMIA (NIOSH), AM (Malaysia)",/malaysia/hospitals/setapak/doctors,setapak
Dato' Dr. Periyathamby A/L Sinnathamby,doctors/dato'-dr.-periyathamby-a~l-sinnathamby,Ear Nose and Throat,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=800&searchPhyAndSpec=Dato' Dr. Periyathamby A%252FL Sinnathamby&hcsType=Specialty,"Consultant ENT, Head & Neck Surgeon","MBBS (India), M ORL-HNS (UM), CMIA (NIOSH)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Alan Koay Choon Chern,doctors/dr.-alan-koay-choon-chern,Cardiology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=378&searchPhyAndSpec=Dr. Alan Koay Choon Chern&hcsType=Specialty,Consultant Interventional Cardiologist,"MD (UPM), MRCP (UK), FSCAI (USA), Fellowship in Cardiology (Malaysia), Fellowship in Endovascular Intervention (IJN)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Avatar Singh Mohan Singh,doctors/dr.-avatar-singh-mohan-singh,Ear Nose and Throat,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=357&searchPhyAndSpec=Dr. Avatar Singh Mohan Singh&hcsType=Specialty,"Consultant ENT, Head and Neck Surgeon (Visiting)","MBBS (India), MS (ORL-HNS) (UKM), FAGE (India)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Azraai Bin Ali,doctors/dr.-azraai-bin-ali,General Practice,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=356&searchPhyAndSpec=Dr. Azraai Bin Ali&hcsType=Specialty,Chief Medical Officer,MBBS (UIAM),/malaysia/hospitals/taiping/doctors,taiping
Dr. Bal Kishan A/L Bhagat Ram Thailoo,doctors/dr.-bal-kishan-a~l-bhagat-ram-thailoo,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=359&searchPhyAndSpec=Dr. Bal Kishan A%252FL Bhagat Ram Thailoo&hcsType=Specialty,Consultant Orthopedic and Sports Injury Surgeon,"MBBS (India), MMed (Orthopedics) (USM), AM (Malaysia)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Fabian Mathews,doctors/dr.-fabian-mathews,Pediatrics,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=352&searchPhyAndSpec=Dr. Fabian Mathews&hcsType=Specialty,Chief of Medical Services & Consultant Pediatrician,"MBBS (Australia), MRCPCH (UK)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Faiz Azraai Bin Abdul Aziz,doctors/dr.-faiz-azraai-bin-abdul-aziz,,,Consultant Anesthesiologist,"MBBCh (Egypt), M Anesthesiology (UM)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Gireesh A/L Balasubramaniyam,doctors/dr.-gireesh-a~l-balasubramaniyam,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=467&searchPhyAndSpec=Dr. Gireesh A%252FL Balasubramaniyam&hcsType=Specialty,Consultant General Surgeon,"MBBS (India), M Surgery (UM), Fellowship in Hepatobiliary (Taiwan & UK)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Humayun Akhter Faisal,doctors/dr.-humayun-akhter-faisal,Ophthalmology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=468&searchPhyAndSpec=Dr. Humayun Akhter Faisal&hcsType=Specialty,Consultant Ophthalmologist,"MBBS (Bangladesh), MS (Ophthalmology) (Bangladesh)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Jason Raj A/L Johnson,doctors/dr.-jason-raj-a~l-johnson,Neurosurgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=531&searchPhyAndSpec=Dr. Jason Raj A%252FL Johnson&hcsType=Specialty,Consultant Neurosurgeon,"MBBS (UM), MS (Neurosurgery) (USM), CMIA",/malaysia/hospitals/taiping/doctors,taiping
Dr. Jasvindar Singh A/L Jagindar Singh,doctors/dr.-jasvindar-singh-a~l-jagindar-singh,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=464384997724&searchPhyAndSpec=Dr. Jasvindar Singh A%252FL Jagindar Singh&hcsType=Specialty,Consultant Orthopedic Surgeon (Visiting),"MBBS (India), MMed (Orthopedic) (USM), CMIA (NIOSH)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Jeffry Bin Amit,doctors/dr.-jeffry-bin-amit,Orthopedic,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=370&searchPhyAndSpec=Dr. Jeffry Bin Amit&hcsType=Specialty,Consultant Orthopedic Surgeon,"MBBS (UM), M Orthopedic Surgery (UM)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Jeyaletchmi A/P A T Selvam,doctors/dr.-jeyaletchmi-a~p-a-t-selvam,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=360&searchPhyAndSpec=Dr. Jeyaletchmi A%252FP A T Selvam&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MBBS (India), MMed (Obs & Gyn) (UKM)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Khairul Anwar Bin Mohd Saman,doctors/dr.-khairul-anwar-bin-mohd-saman,Obstetrics and Gynecology,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=353&searchPhyAndSpec=Dr. Khairul Anwar Bin Mohd Saman&hcsType=Specialty,Consultant Obstetrician & Gynecologist,"MD (USM), MMed (Obs & Gyn) (UKM)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Khoiri Man,doctors/dr.-khoiri-man,,,Consultant Radiologist,"MD (USM), MMed (Radiology) (USM)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Kyaw Wunna @ Mohamed Haroon,doctors/dr.-kyaw-wunna-@-mohamed-haroon,,,Medical Officer,MBBS (UIAM),/malaysia/hospitals/taiping/doctors,taiping
Dr. Lam Kean Hoong,doctors/dr.-lam-kean-hoong,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=361&searchPhyAndSpec=Dr. Lam Kean Hoong&hcsType=Specialty,Consultant Internal Medicine Physician with Special Interest in Gastroenterology and Hepatology,"MD (UKM), MRCP (UK)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Law Shu-an,doctors/dr.-law-shu=an,General Practice,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=377&searchPhyAndSpec=Dr. Law Shu-an&hcsType=Specialty,Medical Officer,MD (VSMU),/malaysia/hospitals/taiping/doctors,taiping
Dr. Lee Chee Hong,doctors/dr.-lee-chee-hong,Internal Medicine,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=362&searchPhyAndSpec=Dr. Lee Chee Hong&hcsType=Specialty,Consultant Internal Medicine & Chest Physician,"MBBS (UM), MRCP (UK)",/malaysia/hospitals/taiping/doctors,taiping
Dr. Leow Yeen Chin,doctors/dr.-leow-yeen-chin,General Surgery,https://malaysiaportal.columbiaasia.com/webconnect/#/bookAppointment/%3Flocation=8&searchLocation=Taiping&phyID=4324&searchPhyAndSpec=Dr. Leow Yeen Chin&hcsType=Specialty,Consultant General & Colorectal Surgeon (Visiting),"MBBS (UM), MRCS (Edinburgh), M Surgery (UM), Fellowship in Colorectal Surgery (Malaysia & Taiwan), AM (Malaysia)",/malaysia/hospitals/taiping/doctors,taiping
